1,1,solve_random,0.5327,0.2653,0.4461,0.1440,0.0003,0.0005,0.1875,0.3480,0.0001,0.0002,0.6666,0.0002,0.11189225,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_random,0.8123,0.1771,0.7360,0.2314,0.4885,0.3224,0.7320,0.3247,0.4119,0.3250,0.7753,0.1220,0.12224922,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_random,0.8681,0.1181,0.7881,0.1858,0.4937,0.3156,0.9244,0.0835,0.4049,0.3120,0.7929,0.0956,0.18931389,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9814,0.0275,0.9622,0.0612,0.7949,0.3065,0.9316,0.1085,0.7575,0.3112,0.9093,0.1050,0.10205621,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9817,0.0280,0.9612,0.0634,0.6390,0.3853,0.8681,0.2469,0.5845,0.3969,0.8571,0.1361,0.10752266,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9812,0.0297,0.9578,0.0698,0.6617,0.3834,0.8736,0.2398,0.6119,0.3863,0.8645,0.1317,0.11709156,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9803,0.0315,0.9555,0.0734,0.6626,0.3757,0.8680,0.2446,0.6126,0.3742,0.8624,0.1261,0.12340663,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9806,0.0309,0.9568,0.0740,0.6460,0.3702,0.8732,0.2358,0.5870,0.3803,0.8562,0.1304,0.13447829,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9801,0.0317,0.9546,0.0754,0.6064,0.3896,0.8644,0.2293,0.5488,0.3955,0.8445,0.1355,0.14771639,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9800,0.0317,0.9545,0.0754,0.5299,0.3923,0.8947,0.1546,0.4665,0.3941,0.8185,0.1342,0.15048612,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9796,0.0319,0.9535,0.0739,0.5482,0.3988,0.8657,0.2141,0.4897,0.4047,0.8264,0.1376,0.16831994,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9795,0.0319,0.9527,0.0737,0.4938,0.4063,0.9074,0.1197,0.4373,0.4070,0.8111,0.1366,0.17942000,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
1,1,solve_greedy_accuracy,0.9811,0.0276,0.9552,0.0661,0.5418,0.3983,0.9103,0.1122,0.4819,0.4007,0.8241,0.1359,0.19980348,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9725,0.0359,0.9391,0.0830,0.6090,0.3178,0.8777,0.2086,0.5384,0.3459,0.8320,0.1077,0.06120393,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9726,0.0436,0.9296,0.1144,0.5274,0.2901,0.8870,0.1672,0.4160,0.2707,0.7978,0.0958,0.17374720,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9725,0.0437,0.9292,0.1148,0.3862,0.2636,0.8554,0.2122,0.2788,0.2306,0.7531,0.0820,0.08067015,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9720,0.0438,0.9286,0.1155,0.4117,0.3141,0.8427,0.2504,0.3140,0.2779,0.7701,0.0928,0.09689462,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9723,0.0448,0.9304,0.1131,0.3662,0.3326,0.8560,0.1916,0.2868,0.3115,0.7614,0.1039,0.10984128,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9723,0.0448,0.9304,0.1131,0.1772,0.2529,0.7587,0.2925,0.1238,0.1915,0.7075,0.0638,0.12940879,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9715,0.0435,0.9294,0.1104,0.2323,0.3655,0.7666,0.2393,0.2015,0.3403,0.7334,0.1134,0.10810608,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9752,0.0397,0.9356,0.1076,0.3248,0.3916,0.8242,0.2223,0.2846,0.3898,0.7611,0.1299,0.15864481,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_greedy_latency,0.9752,0.0398,0.9348,0.1074,0.3194,0.3920,0.8087,0.2336,0.2806,0.3897,0.7597,0.1299,0.19084196,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_opt_passive,0.8681,0.1181,0.7881,0.1858,0.4937,0.3156,0.9244,0.0835,0.4049,0.3120,0.7929,0.0956,0.18931389,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,1,solve_opt_passive,0.9811,0.0276,0.9552,0.0661,0.5418,0.3983,0.9103,0.1122,0.4819,0.4007,0.8241,0.1359,0.19980348,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
1,1,solve_opt_passive,0.9752,0.0398,0.9348,0.1074,0.3194,0.3920,0.8087,0.2336,0.2806,0.3897,0.7597,0.1299,0.19084196,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]
1,1,solve_opt_passive,0.9626,0.0554,0.9326,0.1012,0.3523,0.3237,0.8577,0.3267,0.2724,0.3060,0.7572,0.1020,1000000.00000000,[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]
1,1,solve_opt_passive,0.9742,0.0338,0.9459,0.0719,0.4460,0.3717,0.8209,0.3230,0.3678,0.3430,0.7889,0.1144,1000000.00000000,[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]
1,1,solve_opt_passive,0.9596,0.0593,0.9285,0.0960,0.1845,0.2672,0.6739,0.4344,0.1345,0.2248,0.7114,0.0749,1000000.00000000,[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]
1,1,solve_opt_passive,0.9539,0.0689,0.9259,0.1119,0.2773,0.3270,0.7275,0.4224,0.2194,0.3140,0.7397,0.1047,1000000.00000000,[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]
1,1,solve_opt_passive,0.9669,0.0471,0.9389,0.0857,0.4386,0.4003,0.7473,0.3517,0.3759,0.3738,0.7916,0.1246,1000000.00000000,[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]
1,1,solve_opt_passive,0.9682,0.0442,0.9422,0.0801,0.3749,0.3496,0.8423,0.3286,0.2997,0.3272,0.7664,0.1091,1000000.00000000,[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]
1,1,solve_opt_passive,0.9624,0.0541,0.9306,0.1031,0.2740,0.3319,0.8434,0.3252,0.2181,0.3147,0.7392,0.1049,1000000.00000000,[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]
1,1,solve_opt_passive,0.9719,0.0455,0.9427,0.0893,0.3259,0.3259,0.7393,0.3593,0.2542,0.3119,0.7511,0.1040,1000000.00000000,[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]
1,1,solve_opt_passive,0.9798,0.0260,0.9569,0.0559,0.3117,0.3273,0.7719,0.3912,0.2431,0.3089,0.7475,0.1030,1000000.00000000,[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]
1,1,solve_opt_passive,0.9658,0.0531,0.9369,0.0948,0.3910,0.3632,0.7837,0.3388,0.3185,0.3396,0.7724,0.1132,1000000.00000000,[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]
1,1,solve_opt_passive,0.9758,0.0300,0.9472,0.0735,0.4281,0.3452,0.8342,0.3225,0.3405,0.3161,0.7796,0.1054,1000000.00000000,[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]
1,1,solve_opt_passive,0.9727,0.0379,0.9482,0.0705,0.4891,0.3902,0.8463,0.2520,0.4184,0.3701,0.8057,0.1234,1000000.00000000,[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]
1,1,solve_opt_passive,0.9689,0.0415,0.9357,0.0882,0.4907,0.3339,0.9120,0.1645,0.3930,0.3116,0.7971,0.1039,1000000.00000000,[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]
1,1,solve_opt_passive,0.9641,0.0535,0.9388,0.0914,0.2799,0.3301,0.6835,0.4256,0.2218,0.3137,0.7405,0.1046,1000000.00000000,[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1]
1,1,solve_opt_passive,0.9657,0.0501,0.9415,0.0773,0.2646,0.3279,0.7639,0.3874,0.2112,0.3158,0.7368,0.1053,1000000.00000000,[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]
1,1,solve_opt_passive,0.9514,0.0727,0.9271,0.1030,0.3282,0.3286,0.8041,0.3538,0.2564,0.3125,0.7519,0.1042,0.55664438,[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
1,1,solve_opt_passive,0.9578,0.0602,0.9318,0.0914,0.3953,0.3468,0.8310,0.3221,0.3151,0.3241,0.7713,0.1080,0.81517225,[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]
1,1,solve_opt_passive,0.9675,0.0482,0.9446,0.0779,0.3367,0.3202,0.7171,0.4217,0.2595,0.3044,0.7530,0.1015,1000000.00000000,[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1]
1,1,solve_opt_passive,0.9698,0.0413,0.9505,0.0635,0.2701,0.3255,0.7756,0.3810,0.2143,0.3145,0.7378,0.1049,1000000.00000000,[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]
1,1,solve_opt_passive,0.9500,0.0845,0.9083,0.1522,0.2544,0.3216,0.8561,0.2362,0.2021,0.3106,0.7338,0.1036,1000000.00000000,[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]
1,1,solve_opt_passive,0.9589,0.0585,0.9246,0.1071,0.3753,0.3360,0.9124,0.1671,0.2947,0.3150,0.7646,0.1050,1000000.00000000,[0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]
1,1,solve_opt_passive,0.9701,0.0438,0.9430,0.0815,0.3995,0.3576,0.8424,0.3286,0.3234,0.3361,0.7742,0.1120,1000000.00000000,[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]
1,1,solve_opt_passive,0.9670,0.0435,0.9436,0.0737,0.3946,0.4063,0.7646,0.3958,0.3421,0.3841,0.7804,0.1280,1000000.00000000,[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
1,1,solve_opt_passive,0.9578,0.0568,0.9312,0.0892,0.4128,0.3741,0.9333,0.1159,0.3413,0.3492,0.7800,0.1164,1000000.00000000,[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]
1,1,solve_opt_passive,0.9612,0.0609,0.9415,0.0804,0.2681,0.3229,0.7018,0.4186,0.2119,0.3124,0.7371,0.1041,1000000.00000000,[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1]
