2020-02-08 20:49:09|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]|(0.884855497383777, 0.0921806651286655, 0.814352696281278, 0.13265558657664725, 0.5487034092461927, 0.2656059894839909, 0.8513626761899311, 0.12648874084143455, 0.4793836805555556, 0.33095546435065853, 0.7963107638888889, 0.09864641518414002)
2020-02-08 20:49:11|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]|(0.9400770135573399, 0.07843299077323145, 0.8959522086993881, 0.12800500466528628, 0.6014329028356348, 0.31288780661188753, 0.9199845226785122, 0.07348205557916374, 0.5180989583333333, 0.3297181907806568, 0.8283998842592593, 0.10827867868756168)
2020-02-08 20:49:14|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]|(0.9398314111026717, 0.07910609905741112, 0.8955664611499182, 0.12867870627355432, 0.5399471964823861, 0.3251213362196643, 0.8523504738020946, 0.3252830679623235, 0.44904513888888886, 0.33958607373283606, 0.8124421296296296, 0.11217105114291373)
2020-02-08 20:49:15|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]|(0.8871123702437789, 0.1369114257334558, 0.8475597753296613, 0.1824116830108959, 0.6214141489456764, 0.27473090877004414, 0.8708042252330935, 0.16093728080734374, 0.5493923611111111, 0.31461081816330144, 0.823046875, 0.10203210056551498)
2020-02-08 20:49:17|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]|(0.9196498202100212, 0.0920899533229983, 0.8757609500358434, 0.11901779111503213, 0.5826816218252673, 0.3117411005868146, 0.9167903266253496, 0.12464650551336141, 0.5000434027777778, 0.34257679976375566, 0.8243634259259259, 0.1065805384157046)
2020-02-08 20:49:20|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]|(0.9608543339482061, 0.04306982461764508, 0.9338287617375245, 0.0731954290500437, 0.5962572442495416, 0.34379685857646014, 0.8967554051144557, 0.2501528269820595, 0.5122395833333333, 0.35176669095914254, 0.8355902777777778, 0.11612631089503439)
2020-02-08 20:49:23|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]|(0.9608099817346644, 0.043149628585770476, 0.9336427587508724, 0.07336556244605115, 0.5558785641208932, 0.34936344441318407, 0.8912221917376083, 0.2738999366676334, 0.46966145833333334, 0.3541678554539894, 0.822511574074074, 0.11804260493145588)
2020-02-08 20:49:25|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]|(0.9717470145519869, 0.03625855930278342, 0.9528123209774282, 0.06983122497255566, 0.785682100123601, 0.2693037719725614, 0.9908539042250114, 0.008976376653236166, 0.7202256944444445, 0.31418281229618816, 0.904933449074074, 0.10426416375897411)
2020-02-08 20:49:28|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1]|(0.9775438699604553, 0.023216265226919598, 0.9555092573294621, 0.05295714338586397, 0.6494229777252056, 0.33769141593935176, 0.88636444152113, 0.21664445108209202, 0.5697916666666667, 0.34455818294619733, 0.8532118055555555, 0.11548676924115384)
2020-02-08 20:49:32|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]|(0.9778805127555941, 0.026448000709410485, 0.9598068136323662, 0.05529059413625633, 0.6863459754777024, 0.349586836546353, 0.8802264940525013, 0.30572968228440767, 0.6143663194444444, 0.3464502676435737, 0.8707609953703704, 0.11577411176176712)
